country_of_origin,region,variety,processing_method,color,harvest_year,altitude_mean_meters,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,total_cup_points
Taiwan,古坑鄉荷包村尖山坑60號,Typica,Natural / Dry,Green,2015,180,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,81.5
Costa Rica,occidental,Caturra,Washed / Wet,Green,2014,1200,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,81.5
Guatemala,oriente,Other,Washed / Wet,Green,2014,1219.2,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,81.5
Taiwan,natou county,Typica,Washed / Wet,Blue-Green,2014,900,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,81.5
Brazil,sul de minas,Yellow Bourbon,Semi-washed / Semi-pulped,Green,2014,1200,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5
Taiwan,taichung xinshe 台中市新社區,Typica,Other,Green,2013/2014,600,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,81.5
Mexico,"la concordia, chiapas",Typica,Washed / Wet,Green,2013,1150,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,81.5
Mexico,amatenango de la frontera,Typica,Washed / Wet,Green,2012,1600,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,81.5
Mexico,temaxcalapa,Catuai,Washed / Wet,Green,2012,1100,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,81.5
Mexico,manzanillo,Typica,Semi-washed / Semi-pulped,Green,2012,1000,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,81.5
Mexico,tapachula,Bourbon,Washed / Wet,Green,2012,1250,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,81.5
Mexico,atoyac de alvarez,Typica,Natural / Dry,Green,2012,1100,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,81.5
Brazil,sul de minas,Bourbon,Semi-washed / Semi-pulped,Blue-Green,2012,125,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,81.5
Guatemala,oriente,Bourbon,Washed / Wet,Green,2012,NA,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,81.5
Colombia,cauca,NA,NA,NA,Abril - Julio,1450,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,81.5
United States (Hawaii),kona,NA,NA,NA,NA,NA,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,81.5
Mexico,veracruz,Mundo Novo,Washed / Wet,Green,2017,1100,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,81.42
Guatemala,san marcos,Catuai,Washed / Wet,Green,2016,1371.6,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,81.42
Brazil,cerrado,Catuai,Natural / Dry,Green,2015/2016,1100,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,81.42
Honduras,marcala,Catuai,Washed / Wet,Green,2015,1400,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42
Taiwan,苗栗三灣,Typica,Washed / Wet,Green,2014,110,7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,81.42
Brazil,south of minas,Bourbon,Natural / Dry,Green,2014/2015,1100,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,81.42
Guatemala,"san lucas toliman, solola",Bourbon,Washed / Wet,Green,2014,1550,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,81.42
Mexico,siltepec el triunfo,Typica,Washed / Wet,Green,2014,1550,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,81.42
Guatemala,oriente,Bourbon,Washed / Wet,Green,2013,1310.64,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,81.42
Mexico,"huazalingo, hidalgo",Caturra,Washed / Wet,None,2012,763,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,81.42
Mexico,"coatepec, coatepec",Typica,Washed / Wet,NA,2012,1100,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,81.42
Colombia,huila,Caturra,Natural / Dry,Green,2011,1750,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,81.42
Colombia,cauca,NA,NA,NA,4T72010,1880,7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,81.42
United States (Hawaii),kona,Peaberry,NA,NA,NA,NA,7.83,7,7,7.58,7.58,7.5,10,10,10,6.92,81.42
Colombia,huila,Caturra,Washed / Wet,NA,2016,NA,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,81.33
Honduras,comayagua,Caturra,Washed / Wet,Bluish-Green,2016 / 2017,1500,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,81.33
Mexico,veracruz,NA,NA,Green,2016,1130,7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,81.33
Brazil,cerrado,Catuai,Natural / Dry,Green,2015/2016,1100,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,81.33
Honduras,marcala,Catuai,Washed / Wet,Green,2015,1350,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,81.33
Brazil,mantiqueira de minas,Yellow Bourbon,Other,Green,2014/2015,1200,7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,81.33
Honduras,san marcos,Catuai,Washed / Wet,Green,2014,1450,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,81.33
Mexico,tapachula,Typica,Washed / Wet,Green,2012,1800,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,81.33
Mexico,veracruz,Typica,Washed / Wet,None,2012,1000,7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,81.33
Brazil,matas de minas,Catuai,Natural / Dry,Green,NA,1100,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,81.33
Taiwan,"dongshan dist., tainan city 台南市東山區",Typica,Natural / Dry,Green,2015,680,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10,10,5.25,81.25
Brazil,south of minas,Yellow Bourbon,Natural / Dry,Green,2015/2016,1,7.17,7.42,7.17,7.08,6.92,8.17,10,10,10,7.33,81.25
Honduras,marcala,Catuai,Washed / Wet,Green,2015,1400,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,81.25
Guatemala,huehuetenango,Pacamara,Washed / Wet,Bluish-Green,2014,1700,7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,7.33,81.25
"Tanzania, United Republic Of",karatu ngorogoro,Other,Washed / Wet,Green,2014,1700,7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,7.42,81.25
Taiwan,nantou,Typica,Semi-washed / Semi-pulped,Green,2013/2014,650,7.5,7.5,7.25,7.25,7.25,7.25,10,10,10,7.25,81.25
Guatemala,"sacatepequez, guatemala",Caturra,Washed / Wet,Green,2013,1524,7.5,7.33,7.5,7.58,7,7.25,10,10,10,7.08,81.25
Mexico,motozintla,Typica,Washed / Wet,Green,2012,1500,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,7.5,81.25
"Tanzania, United Republic Of","ruvuma, mbinga",Bourbon,Washed / Wet,Green,2015/2016,1050,7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,81.17
Mexico,"chiapas, jaltenango",Caturra,Washed / Wet,Green,2015,1200,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,81.17
Costa Rica,tres rios,Caturra,Washed / Wet,Bluish-Green,2015,1300,7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,81.17
Honduras,central region,Catuai,Natural / Dry,Green,2015,1450,7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,81.17
Thailand,chiangrai,Caturra,Washed / Wet,Blue-Green,2014,1450,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,81.17
"Tanzania, United Republic Of",mbinga,Bourbon,Washed / Wet,Bluish-Green,2014,1550,7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,81.17
Costa Rica,central valley,Catuai,Washed / Wet,Green,2014,1300,7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,81.17
Brazil,monte carmelo,Catuai,Natural / Dry,Green,2013,NA,7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,81.17
Mexico,tapachula,Typica,Natural / Dry,Green,2012,1800,7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,81.17
Guatemala,oriente,Caturra,Washed / Wet,Green,2012,1450,7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,81.17
Brazil,south of minas,Mundo Novo,Natural / Dry,Green,2012,1000,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,81.17
United States (Hawaii),kona,NA,NA,NA,NA,NA,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10,7.75,81.17
Ethiopia,sidamo,NA,Natural / Dry,NA,2016,NA,7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,7.25,81.08
Brazil,alta paulista (sao paulo),Mundo Novo,Natural / Dry,Green,2016,695,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,81.08
"Tanzania, United Republic Of","iwala village, mbeya rural",Other,Washed / Wet,Green,2014,1456,7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,81.08
Costa Rica,naranjo,Caturra,Washed / Wet,Green,2014,1500,7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,81.08
Mexico,san fernando,Typica,Washed / Wet,None,2012,1650,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,81.08
Mexico,santo reyes nopala,Typica,Washed / Wet,Green,2012,1300,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,81.08
Mexico,santa maria sitepec,Typica,Washed / Wet,Green,2012,1642,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,81.08
Mexico,talpa de allende,Typica,Washed / Wet,Green,2012,1200,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,81.08
United States (Hawaii),NA,Hawaiian Kona,Washed / Wet,Blue-Green,2012,NA,7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,81.08
Brazil,grama valley,Bourbon,Pulped natural / honey,Green,NA,NA,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,81
Brazil,grama valley,Yellow Bourbon,Pulped natural / honey,Bluish-Green,2016 / 2017,NA,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,81
Guatemala,norte,Bourbon,Washed / Wet,Green,2016,NA,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,81
Colombia,guayata,Caturra,Washed / Wet,Green,2016,1600,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,81
Guatemala,oriente,Bourbon,Washed / Wet,Green,2015,1219.2,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,81
Taiwan,"dongshan dist., tainan city 臺南市東山區",Typica,Washed / Wet,Bluish-Green,2015,758,7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,81
Honduras,san marcos,Caturra,Natural / Dry,Green,2014,1350,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,81
Brazil,cerrado,Mundo Novo,Natural / Dry,Green,2014,NA,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,81
"Tanzania, United Republic Of",arusha,Other,Washed / Wet,Green,2014,1525,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,81
Taiwan,nantou,Typica,Semi-washed / Semi-pulped,Green,2013/2014,1100,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,81
Thailand,thailand,NA,Washed / Wet,Green,2012,800,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,81
Mexico,"motozintla, chiapas",Other,Washed / Wet,Green,2012,950,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,81
Mexico,adolfo lopez mateos,Typica,Washed / Wet,Green,2012,1100,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,81
Taiwan,taiwan,Other,Washed / Wet,Blue-Green,2017,200,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,80.92
Guatemala,oriente,Bourbon,Washed / Wet,Green,2017,1901,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92
Mexico,veracruz,Bourbon,Washed / Wet,Green,2017,1100,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,80.92
United States (Hawaii),kona,Hawaiian Kona,Natural / Dry,Bluish-Green,2014,NA,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,80.92
"Tanzania, United Republic Of","manyara, karatu",Other,Washed / Wet,Green,2014,1700,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,80.92
Brazil,mantiqueira de minas,Yellow Bourbon,Natural / Dry,Green,2014/2015,1200,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,80.92
Taiwan,台中新社,Typica,Washed / Wet,Green,2014,550,7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,80.92
Brazil,south of minas,Bourbon,Natural / Dry,None,2014/2015,1100,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,80.92
Guatemala,jalapa,Pacas,Washed / Wet,Green,2014,1524,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,80.92
Taiwan,taichung taiping 台中市太平區,Typica,Washed / Wet,NA,2013/2014,900,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92
Taiwan,nantou,Typica,Other,Green,2013/2014,688,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,80.92
Taiwan,new taipei zhonghe 新北市中和區,Typica,Washed / Wet,Green,2013/2014,300,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92
Mexico,ixhuatlan del cafe,Typica,Washed / Wet,Green,2012,1186,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,80.92
Thailand,NA,Peaberry,NA,NA,NA,NA,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,80.92
Guatemala,orient,Caturra,Washed / Wet,Green,2013,1200,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,80.83
Mexico,motozintla,Catuai,Semi-washed / Semi-pulped,Green,2012,1210,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,80.83
Mexico,oaxaca,Typica,Washed / Wet,Green,2012,1100,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83
Mexico,veracruz,Bourbon,Washed / Wet,Green,2012,100,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83
United States (Hawaii),kona,Hawaiian Kona,Washed / Wet,Blue-Green,2012,NA,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,80.83
Colombia,huila,NA,NA,NA,4T/2010,1800,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,80.83
Brazil,monte carmelo,NA,Natural / Dry,Green,2015/2016,NA,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,80.75
Guatemala,huehuetenango,Caturra,Washed / Wet,Green,2015,1706.88,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,80.75
Honduras,"siguatepeque, comayagua",Caturra,Natural / Dry,Green,2015,1450,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,80.75
Honduras,marcala,Catuai,Washed / Wet,Green,2015,1350,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,80.75
Honduras,central region,Catuai,Natural / Dry,Green,2015,1450,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,80.75
Costa Rica,san ramon,Caturra,Washed / Wet,Green,2014,1300,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,80.75
Mexico,oaxaca,Typica,Washed / Wet,Green,2012,1200,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,80.75
United States (Hawaii),kona,Arusha,Natural / Dry,Bluish-Green,2011,NA,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,80.75
Taiwan,taiwan,Typica,Other,Green,2016,NA,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,80.67
Guatemala,antigua,Bourbon,Washed / Wet,Green,2015/2016,1500,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67
Costa Rica,tarrazu,Caturra,Washed / Wet,Blue-Green,2015,185,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,80.67
Mexico,"el desmoronado, talpan de allende jalisco",Typica,Washed / Wet,Green,2014,1200,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,80.67
Colombia,santander,Caturra,Natural / Dry,NA,2014,1550,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,80.67
Guatemala,"san lucas toliman, solola",Bourbon,Washed / Wet,Green,2013,1550,7.67,7.17,7,7.5,7,7,10,10,10,7.33,80.67
Guatemala,oriente,Bourbon,Washed / Wet,Green,2012,NA,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,80.67
Guatemala,oriente,Bourbon,Washed / Wet,Green,2012,NA,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,80.67
Colombia,NA,NA,NA,NA,NA,NA,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25,80.67
Brazil,monte carmelo,NA,NA,Green,2016,NA,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,80.58
"Tanzania, United Republic Of",arusha,Other,Washed / Wet,Bluish-Green,2014,1400,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,80.58
Brazil,south of minas,Bourbon,Semi-washed / Semi-pulped,Green,2014/2015,1200,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,80.58
Honduras,occidental,Caturra,Washed / Wet,Green,2014,1400,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58
Guatemala,huehuetenango,Bourbon,Natural / Dry,Green,2014,1383.792,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58
United States (Hawaii),NA,NA,NA,NA,NA,NA,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58
Colombia,NA,NA,NA,NA,NA,NA,7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33,80.58
Taiwan,taiwan,Other,Natural / Dry,Blue-Green,2017,50,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,80.5
Guatemala,santa rosa,Caturra,Washed / Wet,Green,2017,1500,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,80.5
Honduras,ocotepeque,Catuai,Washed / Wet,Green,2017,1650,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,80.5
Brazil,vale da grama,Yellow Bourbon,Semi-washed / Semi-pulped,Green,2015/2016,1250,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5
Guatemala,oriente,Other,Washed / Wet,Green,2014,1219.2,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5
Brazil,mantiqueira de minas,Yellow Bourbon,Semi-washed / Semi-pulped,None,2013,1250,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5
United States (Hawaii),kona,Hawaiian Kona,Natural / Dry,Green,2013,NA,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,80.5
Guatemala,huehuetenango,Bourbon,Washed / Wet,Green,2013,1859.28,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5
Mexico,zaragoza itundujia,Typica,Washed / Wet,None,2012,1450,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,80.5
Honduras,marcala,NA,NA,Green,2016,1450,7.25,7.42,7,7.42,7.33,7,10,10,10,7,80.42
Taiwan,南投國姓,Typica,Washed / Wet,Green,2014,600,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,80.42
Taiwan,nantou,Typica,Washed / Wet,Green,2013/2014,600,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,80.42
Mexico,pochutla,Typica,Washed / Wet,Green,2012,1050,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,80.42
Mexico,la concordia,Caturra,Washed / Wet,Green,2012,1550,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,80.42
"Tanzania, United Republic Of",mkuu rombo,Bourbon,Washed / Wet,Green,2015/2016,1700,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33
"Tanzania, United Republic Of",arusha,Other,Washed / Wet,Bluish-Green,2014,NA,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,80.33
Taiwan,taichung xinshe 台中市新社區,Yellow Bourbon,Other,Green,2013/2014,600,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,80.33
Guatemala,oriente,Bourbon,Washed / Wet,Green,2013,1310.64,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33
Mexico,chilón,Typica,Semi-washed / Semi-pulped,Green,2012,940,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,80.33
United States (Hawaii),kona,Hawaiian Kona,Washed / Wet,Green,2012,NA,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,80.33
Ethiopia,kelem welega,NA,NA,NA,2010,NA,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,80.33
Brazil,cerrado - monte carmelo - minas gerais,Catuai,Natural / Dry,Green,2017 / 2018,995,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,80.25
Honduras,comayagua,Caturra,Natural / Dry,Green,2016,1400,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25
Mexico,sierra madre occidental,Caturra,Washed / Wet,Green,2016,1600,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25
United States (Hawaii),kona,Hawaiian Kona,Natural / Dry,Green,2014,NA,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25
Colombia,NA,Typica,Washed / Wet,Green,2012,NA,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25
Taiwan,chiayi fanlu嘉義縣番路鄉,Typica,Semi-washed / Semi-pulped,Green,2013/2014,700,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25
Guatemala,oriente,Caturra,Washed / Wet,Green,2012,1400,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25
Mexico,"calnali, hidalgo",Caturra,Washed / Wet,None,2012,808,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25
Honduras,marcala,Catuai,Washed / Wet,Green,2015,1400,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17
Guatemala,oriente,Bourbon,Washed / Wet,Green,2013,1310.64,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17
Mexico,coatepec,Typica,Washed / Wet,Green,2012,1250,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17
Mexico,zaragoza itundujia,Typica,Washed / Wet,Green,2012,1550,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17
Mexico,veracruz,Bourbon,Washed / Wet,Green,2012,1000,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17
Guatemala,oriente,Bourbon,Washed / Wet,Green,2012,1310.64,7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17
United States (Hawaii),kona,NA,NA,NA,NA,NA,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17
Brazil,mantiqueira de minas,Bourbon,Pulped natural / honey,Green,2017 / 2018,1100,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,80.08
Taiwan,苗栗泰安,Typica,Washed / Wet,Green,2014,850,7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08
Taiwan,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Typica,Other,Green,2013/2014,200,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,80.08
Taiwan,changhua baguashan 彰化市八卦山,Typica,Washed / Wet,Green,2013/2014,150,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,80.08
Taiwan,changhua baguashan 彰化市八卦山,Typica,Semi-washed / Semi-pulped,Green,2013/2014,250,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,80.08
Mexico,zaragoza itundujia,Typica,Washed / Wet,None,2012,1300,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08
Mexico,escuitla,Typica,Washed / Wet,Green,2012,1300,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08
Mexico,"sierra fraylesca, chiapas",Typica,Washed / Wet,Green,2014,1400,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80
Taiwan,changhua baguashan 彰化市八卦山,Typica,Washed / Wet,Green,2013/2014,250,7.25,7.25,7.25,7,7.25,7,10,10,10,7,80
Thailand,thailand,NA,Washed / Wet,Green,2012,800,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,80
Mexico,coatepec,Typica,Washed / Wet,Green,2012,1250,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,80
Mexico,san miguel del puerto,Other,Washed / Wet,Green,2012,1100,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,80
Ethiopia,limu,NA,NA,NA,2010,NA,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80
Colombia,huila,NA,Washed / Wet,Green,2015,NA,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,79.92
United States (Hawaii),kona,Hawaiian Kona,Natural / Dry,Green,2014,NA,7.5,7,7,6.92,7.33,7.17,10,10,10,7,79.92
Mexico,chiapas,Bourbon,Washed / Wet,Green,2013,1300,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,79.92
Mexico,"motozintla, chiapas",Other,Washed / Wet,Green,2012,1100,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,79.92
Mexico,veracruz,Bourbon,Washed / Wet,NA,2012,1100,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,79.92
Mexico,jaltenango,Catuai,Washed / Wet,Green,2012,1100,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,79.92
Mexico,coatepec,Typica,Natural / Dry,Green,2012,1250,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,79.92
Mexico,veracruz,Mundo Novo,Washed / Wet,Green,2012,1250,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,79.92
United States (Hawaii),kona,NA,NA,NA,NA,NA,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,79.92
Guatemala,san marcos,Bourbon,Washed / Wet,Green,2017,1700,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,79.83
Mexico,veracruz,Typica,Washed / Wet,Green,2012,1300,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,79.83
United States (Hawaii),kona,Hawaiian Kona,Natural / Dry,Blue-Green,2012,NA,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,79.83
Guatemala,oriente,Bourbon,Washed / Wet,Green,2016,NA,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75
Taiwan,"taiwu township , pingtung county 屏東縣泰武鄉",Typica,Natural / Dry,NA,2014,1000,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75
